segment,step,move_frame,before,target,after,request,error,flags,side_hit,callback_frame
9,109,10549,"1.1949|3.5553|-16.8069","1.2065|3.6037|-16.9160","1.2059|3.6133|-16.9107",0.1199,0.0110,"Sides","",-1
9,110,10550,"1.2059|3.6133|-16.9107","1.2176|3.6617|-17.0199","1.2170|3.6713|-17.0145",0.1199,0.0110,"Sides","",-1
9,111,10551,"1.2170|3.6713|-17.0145","1.2286|3.7197|-17.1237","1.2281|3.7293|-17.1184",0.1199,0.0110,"Sides","",-1
9,112,10552,"1.2281|3.7293|-17.1184","1.2397|3.7777|-17.2275","1.2391|3.7873|-17.2222",0.1199,0.0110,"Sides","",-1
9,113,10553,"1.2391|3.7873|-17.2222","1.2508|3.8357|-17.3313","1.2502|3.8453|-17.3260",0.1199,0.0110,"Sides","",-1
9,114,10554,"1.2502|3.8453|-17.3260","1.2618|3.8937|-17.4351","1.2613|3.9034|-17.4298",0.1199,0.0110,"Sides","",-1
9,115,10555,"1.2613|3.9034|-17.4298","1.2729|3.9518|-17.5389","1.2723|3.9614|-17.5336",0.1199,0.0110,"Sides","",-1
9,116,10556,"1.2723|3.9614|-17.5336","1.2840|4.0098|-17.6428","1.2834|4.0194|-17.6374",0.1199,0.0110,"Sides","",-1
9,117,10557,"1.2834|4.0194|-17.6374","1.2950|4.0678|-17.7466","1.2945|4.0774|-17.7413",0.1199,0.0110,"Sides","",-1
9,118,10558,"1.2945|4.0774|-17.7413","1.3061|4.1258|-17.8504","1.3055|4.1354|-17.8451",0.1199,0.0110,"Sides","",-1
9,119,10559,"1.3055|4.1354|-17.8451","1.3172|4.1838|-17.9542","1.3166|4.1934|-17.9489",0.1199,0.0110,"Sides","",-1
9,120,10560,"1.3166|4.1934|-17.9489","1.3282|4.2418|-18.0580","1.3277|4.2515|-18.0527",0.1199,0.0110,"Sides","",-1
9,121,10561,"1.3277|4.2515|-18.0527","1.3393|4.2998|-18.1618","1.3387|4.3095|-18.1565",0.1199,0.0110,"Sides","",-1
9,122,10562,"1.3387|4.3095|-18.1565","1.3504|4.3579|-18.2657","1.3498|4.3675|-18.2603",0.1199,0.0110,"Sides","",-1
9,123,10563,"1.3498|4.3675|-18.2603","1.3615|4.4159|-18.3695","1.3609|4.4255|-18.3642",0.1199,0.0110,"Sides","",-1
9,124,10564,"1.3609|4.4255|-18.3642","1.3725|4.4739|-18.4733","1.3720|4.4835|-18.4680",0.1199,0.0110,"Sides","",-1
9,125,10565,"1.3720|4.4835|-18.4680","1.3836|4.5319|-18.5771","1.3830|4.5415|-18.5718",0.1199,0.0110,"Sides","",-1
9,126,10566,"1.3830|4.5415|-18.5718","1.3947|4.5899|-18.6809","1.3941|4.5995|-18.6756",0.1199,0.0110,"Sides","",-1
9,127,10567,"1.3941|4.5995|-18.6756","1.4057|4.6479|-18.7847","1.4052|4.6576|-18.7794",0.1199,0.0110,"Sides","",-1
9,128,10568,"1.4052|4.6576|-18.7794","1.4168|4.7060|-18.8886","1.4162|4.7156|-18.8832",0.1199,0.0110,"Sides","",-1
9,129,10569,"1.4162|4.7156|-18.8832","1.4279|4.7640|-18.9924","1.4273|4.7736|-18.9871",0.1199,0.0110,"Sides","",-1
9,130,10570,"1.4273|4.7736|-18.9871","1.4389|4.8220|-19.0962","1.4386|4.8290|-19.0931",0.1199,0.0077,"Sides","",-1
9,131,10571,"1.4386|4.8290|-19.0931","1.4500|4.8800|-19.2000","1.4500|4.8800|-19.2000",0.1190,0.0000,"None","",-1
10,1,10572,"1.4500|4.8800|-19.2000","1.3303|4.8800|-19.2000","1.3303|4.8939|-19.2000",0.1197,0.0139,"Below","",-1
10,2,10573,"1.3303|4.8939|-19.2000","1.2106|4.8800|-19.2000","1.2106|4.8901|-19.2000",0.1205,0.0101,"Below","",-1
10,3,10574,"1.2106|4.8901|-19.2000","1.0909|4.8800|-19.2000","1.0909|4.8859|-19.2000",0.1201,0.0059,"Below","",-1
10,4,10575,"1.0909|4.8859|-19.2000","0.9712|4.8800|-19.2000","0.9712|4.8813|-19.2000",0.1198,0.0013,"Below","",-1
10,5,10576,"0.9712|4.8813|-19.2000","0.8515|4.8800|-19.2000","0.8515|4.8763|-19.2000",0.1197,0.0037,"None","",-1
10,6,10577,"0.8515|4.8763|-19.2000","0.7318|4.8800|-19.2000","0.7318|4.8707|-19.2000",0.1198,0.0093,"None","",-1
10,7,10578,"0.7318|4.8707|-19.2000","0.6121|4.8800|-19.2000","0.6121|4.8648|-19.2000",0.1201,0.0152,"None","",-1
10,8,10579,"0.6121|4.8648|-19.2000","0.4924|4.8800|-19.2000","0.4924|4.8583|-19.2000",0.1207,0.0217,"None","",-1
10,9,10580,"0.4924|4.8583|-19.2000","0.3727|4.8800|-19.2000","0.3727|4.8513|-19.2000",0.1216,0.0287,"None","",-1
10,10,10581,"0.3727|4.8513|-19.2000","0.2530|4.8800|-19.2000","0.2530|4.8500|-19.2000",0.1231,0.0300,"None","",-1
10,11,10582,"0.2530|4.8500|-19.2000","0.1333|4.8800|-19.2000","0.1333|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,12,10583,"0.1333|4.8500|-19.2000","0.0136|4.8800|-19.2000","0.0136|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,13,10584,"0.0136|4.8500|-19.2000","-0.1061|4.8800|-19.2000","-0.1061|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,14,10585,"-0.1061|4.8500|-19.2000","-0.2258|4.8800|-19.2000","-0.2258|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,15,10586,"-0.2258|4.8500|-19.2000","-0.3455|4.8800|-19.2000","-0.3455|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,16,10587,"-0.3455|4.8500|-19.2000","-0.4652|4.8800|-19.2000","-0.4652|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,17,10588,"-0.4652|4.8500|-19.2000","-0.5848|4.8800|-19.2000","-0.5848|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,18,10589,"-0.5848|4.8500|-19.2000","-0.7045|4.8800|-19.2000","-0.7045|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,19,10590,"-0.7045|4.8500|-19.2000","-0.8242|4.8800|-19.2000","-0.8242|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,20,10591,"-0.8242|4.8500|-19.2000","-0.9439|4.8800|-19.2000","-0.9439|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,21,10592,"-0.9439|4.8500|-19.2000","-1.0636|4.8800|-19.2000","-1.0636|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,22,10593,"-1.0636|4.8500|-19.2000","-1.1833|4.8800|-19.2000","-1.1833|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,23,10594,"-1.1833|4.8500|-19.2000","-1.3030|4.8800|-19.2000","-1.3030|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,24,10595,"-1.3030|4.8500|-19.2000","-1.4227|4.8800|-19.2000","-1.4227|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,25,10596,"-1.4227|4.8500|-19.2000","-1.5424|4.8800|-19.2000","-1.5424|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,26,10597,"-1.5424|4.8500|-19.2000","-1.6621|4.8800|-19.2000","-1.6621|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,27,10598,"-1.6621|4.8500|-19.2000","-1.7818|4.8800|-19.2000","-1.7818|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,28,10599,"-1.7818|4.8500|-19.2000","-1.9015|4.8800|-19.2000","-1.9015|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,29,10600,"-1.9015|4.8500|-19.2000","-2.0212|4.8800|-19.2000","-2.0212|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,30,10601,"-2.0212|4.8500|-19.2000","-2.1409|4.8800|-19.2000","-2.1409|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,31,10602,"-2.1409|4.8500|-19.2000","-2.2606|4.8800|-19.2000","-2.2606|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,32,10603,"-2.2606|4.8500|-19.2000","-2.3803|4.8800|-19.2000","-2.3803|4.8500|-19.2000",0.1234,0.0300,"None","",-1
10,33,10604,"-2.3803|4.8500|-19.2000","-2.5000|4.8800|-19.2000","-2.5000|4.8500|-19.2000",0.1234,0.0300,"None","",-1
